image,modal,split,image_path,mask_path,width,height,scale,global_hfr,full_power,high_power,interior_hfr,boundary_hfr,near_background_hfr,interior_freq_std,boundary_freq_std,near_background_freq_std,boundary_freq_gap,interior_points,boundary_points,near_background_points
gas_32868,WL,train,dataset\WL\train\images\gas_32868.jpg,dataset\WL\train\masks\gas_32868.png,430,369,0.3370208740234375,9.73104214087648e-05,745424891.6851058,72537.61033846051,0.00011948560368958875,0.00030115980017211754,0.00042082008725472853,0.00011791827417005586,0.00030145281293465255,0.0005579118425738374,0.00030133448356513975,256,256,256
gas_32875,WL,train,dataset\WL\train\images\gas_32875.jpg,dataset\WL\train\masks\gas_32875.png,431,367,0.517547607421875,0.00015074349870659913,303982700.4392772,45823.41581049669,0.00027280207006890277,0.00043963255795957147,0.0005667524060473098,0.00023763303778228824,0.0003654357235501403,0.00037109882592394896,0.00029395033597840706,256,256,256
gas_32879,WL,train,dataset\WL\train\images\gas_32879.jpg,dataset\WL\train\masks\gas_32879.png,432,367,0.7636871337890625,3.98821819590708e-05,453698926.97073424,18094.503160081997,0.00022412220526527076,0.00034565769945335827,0.0005452072376029951,0.00018013819526140653,0.00032823280765560626,0.0007030463536647477,0.0003210850323377244,256,256,256
gas_32888,WL,train,dataset\WL\train\images\gas_32888.jpg,dataset\WL\train\masks\gas_32888.png,430,368,0.686187744140625,6.08365573010868e-05,606005932.4304191,36867.31463310173,7.991372798722586e-05,0.0002356349010562481,0.00021667819244360073,6.894396238547061e-05,0.00022362330596611038,0.00026314065590954904,0.00017467788168166958,256,256,256
gas_32901,WL,train,dataset\WL\train\images\gas_32901.jpg,dataset\WL\train\masks\gas_32901.png,409,367,0.7754364013671875,5.339542098011921e-05,692281391.9992616,36964.656362503505,0.00021502489663581366,0.0006044316107098551,0.0009451185355132584,0.000250270865029655,0.00043673732640445926,0.0005086616090310544,0.0007300936388774448,256,256,256
gas_32902,WL,train,dataset\WL\train\images\gas_32902.jpg,dataset\WL\train\masks\gas_32902.png,358,367,0.72344970703125,6.705335428271366e-05,443841334.94797397,29761.05027757908,0.00023924631222608275,0.000595017274739558,0.001109525472227003,0.0002397953510753387,0.0004840023770461366,0.0006926500484532336,0.0008702791600009203,256,256,256
gas_32905,WL,train,dataset\WL\train\images\gas_32905.jpg,dataset\WL\train\masks\gas_32905.png,412,367,0.5747833251953125,3.547305267209718e-05,494775553.3346251,17551.19926430518,0.00019360990503941182,0.00045773031250631726,0.0004126211108846923,0.0001714384704040638,0.0003067514040116799,0.0003883359839570705,0.00030922960908853043,256,256,256
gas_32906,WL,train,dataset\WL\train\images\gas_32906.jpg,dataset\WL\train\masks\gas_32906.png,430,367,0.4751739501953125,0.00010864395740495346,277594205.9828065,30158.93309065791,0.000301413718057204,0.0006598450754014972,0.0008065080536382174,0.0002764356075394718,0.0004571483878279619,0.0005827506226881644,0.0005050943355810134,256,256,256
gas_32907,WL,train,dataset\WL\train\images\gas_32907.jpg,dataset\WL\train\masks\gas_32907.png,430,367,0.4587860107421875,4.8346645394704064e-05,620287985.0396004,29988.84325530506,0.00021669603675591358,0.00031522545254957434,0.0003771583541717328,0.00015475207367494494,0.000247046864174681,0.00041429716138531033,0.0001604623174158192,256,256,256
gas_32909,WL,train,dataset\WL\train\images\gas_32909.jpg,dataset\WL\train\masks\gas_32909.png,430,367,0.8715972900390625,5.328303040710212e-05,536533006.2674972,28588.104487364966,0.00029443712046803056,0.0004746667963248691,0.0006364142962448336,0.00034096958456312495,0.0004492128084008486,0.0009117732232842392,0.0003419771757768031,256,256,256
gas_32911,WL,train,dataset\WL\train\images\gas_32911.jpg,dataset\WL\train\masks\gas_32911.png,432,371,0.5000457763671875,3.354559435563722e-05,1506618094.6971164,50540.39945357249,0.00010678987729738376,0.0002427185785703436,0.00021504943723894216,0.00012486202743943717,0.0003100494848689519,0.0004303489768695781,0.00016359784260436128,256,256,256
gas_32920,WL,train,dataset\WL\train\images\gas_32920.jpg,dataset\WL\train\masks\gas_32920.png,431,367,0.3540191650390625,5.988328883278294e-05,397297955.9955092,23791.508251553365,0.00017907572251493444,0.00032596647370765873,0.0004514069467675734,0.0001857601334247515,0.00030656666198810385,0.0005093093613429331,0.000272331224252639,256,256,256
gas_32924,WL,train,dataset\WL\train\images\gas_32924.jpg,dataset\WL\train\masks\gas_32924.png,430,367,0.350311279296875,3.908157924375436e-05,436128177.59963095,17044.577933294153,0.0001698974313093569,0.00026102934986703657,0.00030324904716039447,0.00018362726638389707,0.00026779199438347804,0.0004050450923038206,0.00013335161585103757,256,256,256
gas_32940,WL,train,dataset\WL\train\images\gas_32940.jpg,dataset\WL\train\masks\gas_32940.png,428,365,0.3608551025390625,0.00011822060238537161,305391759.21039593,36103.597737381366,0.00013185459775658218,0.0001558565856993278,0.00021787220769814168,0.0001208911265778482,0.00014647947035422335,0.00023496780175425298,8.60176099415595e-05,256,256,256
gas_32952,WL,train,dataset\WL\train\images\gas_32952.jpg,dataset\WL\train\masks\gas_32952.png,416,365,0.453094482421875,9.020991617956248e-05,242278110.87058815,21855.8880737785,0.00024259951868026773,0.00035787022869376666,0.0005309796608751072,0.0002460236921569929,0.0002826072222344953,0.0004431661995948654,0.00028838014219483954,256,256,256
gas_32965,WL,train,dataset\WL\train\images\gas_32965.jpg,dataset\WL\train\masks\gas_32965.png,566,478,0.262542724609375,5.603362080937826e-05,480287758.50371397,26912.262139383347,9.430344552899826e-05,0.00016838131686277346,0.00013654777886920626,6.93908066743958e-05,9.550714549624205e-05,8.475730275027262e-05,0.00010591140932734239,256,256,256
gas_32968,WL,train,dataset\WL\train\images\gas_32968.jpg,dataset\WL\train\masks\gas_32968.png,430,368,0.4001007080078125,6.0989654778534176e-05,523628972.4028605,31935.95025888906,8.888526859765603e-05,0.00015972749157678454,0.0001452799081076073,7.476719314661185e-05,7.647361091095772e-05,9.014155851496849e-05,8.528980644830576e-05,256,256,256
gas_32972,WL,train,dataset\WL\train\images\gas_32972.jpg,dataset\WL\train\masks\gas_32972.png,433,367,0.235809326171875,5.670416993894067e-05,348034771.0597463,19735.022802832165,0.00016149362864005233,0.00036935119223783575,0.0003648006825964547,0.00017947783979379092,0.0003078293755511974,0.0003913134872543799,0.00021240807323916447,256,256,256
gas_32981,WL,train,dataset\WL\train\images\gas_32981.jpg,dataset\WL\train\masks\gas_32981.png,434,367,0.2897796630859375,4.490412795366777e-05,953366162.9347486,42810.07616711923,7.57262463802246e-05,0.0001475942534896147,0.00014670998814086852,6.721582251502511e-05,0.00010886717752526056,0.00012811165122483738,7.27522724581363e-05,256,256,256
gas_32983,WL,train,dataset\WL\train\images\gas_32983.jpg,dataset\WL\train\masks\gas_32983.png,432,367,0.7650604248046875,3.7641559173678695e-05,893972758.2319415,33650.52847864438,0.0002868619106152305,0.0005215467911957922,0.0005619961775530508,0.00021376264216236234,0.0004223898441290695,0.0005656958606325243,0.0002751342669378203,256,256,256
gas_32989,WL,train,dataset\WL\train\images\gas_32989.jpg,dataset\WL\train\masks\gas_32989.png,431,367,0.6899261474609375,2.2826410282223815e-05,677271382.3333182,15459.674445549192,8.731607593439004e-05,0.00018074696008127492,0.00025038662953155103,8.709175432736405e-05,0.00017995089459626684,0.00030231109569487145,0.00016307055359716097,256,256,256
gas_32991,WL,train,dataset\WL\train\images\gas_32991.jpg,dataset\WL\train\masks\gas_32991.png,425,367,0.45343017578125,1.694861795397539e-05,1405429014.0272202,23820.079420179674,0.0001206711650728154,0.0005901915856229821,0.0008081287143010067,0.00017463443377172636,0.0004062352106818346,0.0007424069819919679,0.0006874575492281913,256,256,256
gas_32996,WL,train,dataset\WL\train\images\gas_32996.jpg,dataset\WL\train\masks\gas_32996.png,433,368,0.7423553466796875,3.9948553016179024e-05,1563244124.5103877,62449.34078523359,0.00011658134155354009,0.0003611453217563429,0.00043118503557505457,0.00016027967271753724,0.0003574488099866436,0.0006346156003180381,0.00031460369402151446,256,256,256
gas_329f6a1fdeeb7fd5,WL,train,dataset\WL\train\images\gas_329f6a1fdeeb7fd5.jpg,dataset\WL\train\masks\gas_329f6a1fdeeb7fd5.png,1369,903,0.11846923828125,2.396919032233678e-05,825901125.2902731,19796.18125951467,8.022431360460012e-05,0.00018498834060305758,0.00024047449959998867,7.420275916784827e-05,0.00015070379146124897,0.00022957104894033359,0.00016025018599538854,256,256,256
gas_32d12ee98b211edf,WL,train,dataset\WL\train\images\gas_32d12ee98b211edf.jpg,dataset\WL\train\masks\gas_32d12ee98b211edf.png,469,480,0.3242645263671875,7.731226211102918e-05,753224682.5357631,58233.50408470166,3.677693166409731e-05,9.538066296634543e-05,0.000166096381893288,3.736337973674732e-05,0.00016000051874216165,0.00034011848510798166,0.0001293194502291907,256,256,256
gas_32d90d4ba6567831,WL,train,dataset\WL\train\images\gas_32d90d4ba6567831.jpg,dataset\WL\train\masks\gas_32d90d4ba6567831.png,1156,1008,0.5833587646484375,0.0004549506726600357,797981206.952403,363042.0868730629,0.0005365789811284511,0.00038421101608903123,0.0005270966860520556,0.00047949923728192294,0.0002329344043271704,0.00043961249860914435,0.00029525363500244417,256,256,256
gas_32f103d0cdebdc29,WL,train,dataset\WL\train\images\gas_32f103d0cdebdc29.jpg,dataset\WL\train\masks\gas_32f103d0cdebdc29.png,1158,1009,0.0272979736328125,0.0002624699991308238,917631082.8959942,240850.6295301285,0.00044564283924767645,0.00041579102523805995,0.0004083489137081792,0.00016358319682269342,0.00021126891248432922,0.0002718713702383981,3.729392553949724e-05,256,256,256
gas_33019,WL,train,dataset\WL\train\images\gas_33019.jpg,dataset\WL\train\masks\gas_33019.png,567,478,0.564422607421875,1.9217290970072796e-05,1420804609.251949,27304.01558761529,4.5449561316123605e-05,0.00011385312561193552,0.000169720671741609,5.888606661570564e-05,0.00011847079290350867,0.00028671851204670407,0.0001242711104254854,256,256,256
gas_33021,WL,train,dataset\WL\train\images\gas_33021.jpg,dataset\WL\train\masks\gas_33021.png,565,478,0.48590087890625,3.372817550742304e-05,668925803.844798,22561.646913521385,6.0619607759176444e-05,0.00018695019632127306,0.00021748394270656852,5.309792349355151e-05,0.0002699843760933134,0.0004015057758154592,0.00015686433494739208,256,256,256
gas_33024,WL,train,dataset\WL\train\images\gas_33024.jpg,dataset\WL\train\masks\gas_33024.png,942,814,0.3439178466796875,5.391063255122198e-05,1236304699.9557703,66649.96840066426,0.0001544622294311379,0.00011037145564627686,0.00010789778296167247,0.0001523938879371466,0.00011071799338027435,0.00011235658839349935,4.6564446469465426e-05,256,256,256
gas_33029,WL,train,dataset\WL\train\images\gas_33029.jpg,dataset\WL\train\masks\gas_33029.png,432,367,0.50628662109375,6.487644821029915e-05,877927246.5066668,56956.8015404003,0.00010391983213934516,0.0005039342763140155,0.0007374830207650752,0.00013742838193740375,0.0003808554431439204,0.0005682065451449664,0.00063356318862573,256,256,256
gas_33032,WL,train,dataset\WL\train\images\gas_33032.jpg,dataset\WL\train\masks\gas_33032.png,431,367,0.4674530029296875,6.250142236539959e-05,592067701.6832298,37005.073491814954,7.185522387282377e-05,0.00025061854000290045,0.00029099855229760337,9.123271997023446e-05,0.00030717799513107396,0.0005353469677240194,0.0002191433284247796,256,256,256
gas_33037,WL,train,dataset\WL\train\images\gas_33037.jpg,dataset\WL\train\masks\gas_33037.png,566,478,0.584625244140625,1.763566142866473e-05,1117466622.803168,19707.26301759007,8.523723116910717e-05,0.000253687939156919,0.0003617176785869856,0.00011175289546727376,0.00040312054135952137,0.0007351261130303649,0.0002764804474178784,256,256,256
gas_33038,WL,train,dataset\WL\train\images\gas_33038.jpg,dataset\WL\train\masks\gas_33038.png,1079,934,0.3197479248046875,0.00019651176263487324,449304881.5386083,88293.69423160484,0.00045336175465958206,0.0006725613096950119,0.0006008658481135383,0.00037467272189314557,0.0007475616912963111,0.0008567258063509355,0.00029089501661690354,256,256,256
gas_33042,WL,train,dataset\WL\train\images\gas_33042.jpg,dataset\WL\train\masks\gas_33042.png,566,478,0.372955322265625,9.193063402549212e-05,510870932.8914108,46964.688765902036,0.00025708002660516374,0.00025153041412323497,0.0002810711092073357,0.00013878054767178238,0.00014977550433495883,0.0002443390764767459,3.5090307566029494e-05,256,256,256
gas_33049,WL,train,dataset\WL\train\images\gas_33049.jpg,dataset\WL\train\masks\gas_33049.png,271,230,0.8710479736328125,2.4009895993038698e-05,1073815698.013503,25782.20322499646,0.0001212685585231301,0.00048300832039675464,0.0010214195756410864,0.00016416011612479405,0.0005704286106291496,0.001353172726296763,0.0009001510171179563,256,256,256
gas_33052,WL,train,dataset\WL\train\images\gas_33052.jpg,dataset\WL\train\masks\gas_33052.png,271,230,0.916412353515625,2.043328803327881e-05,1599911487.7864218,32691.45225769159,7.658099581428372e-05,0.0004078382707597073,0.0010607624585844064,0.0001266352427691761,0.0005450318717577358,0.0017104079315453484,0.0009841814627701228,256,256,256
gas_33061,WL,train,dataset\WL\train\images\gas_33061.jpg,dataset\WL\train\masks\gas_33061.png,429,367,0.39556884765625,6.007199405697739e-05,399060981.7324411,23972.388923002767,0.00023061020296229992,0.0004804057275275944,0.0005424240393031709,0.00017691285800350387,0.0002855003567960369,0.00035115622916159273,0.00031181383634087094,256,256,256
gas_33067,WL,train,dataset\WL\train\images\gas_33067.jpg,dataset\WL\train\masks\gas_33067.png,1087,934,0.42388916015625,0.00010859526206568018,995235463.9742867,108077.85602734647,0.00010687491421839021,0.0002878099631549862,0.0004352669636997953,0.0001549884151543897,0.000406937373692462,0.000754274017430456,0.0003283920494814051,256,256,256
gas_33068,WL,train,dataset\WL\train\images\gas_33068.jpg,dataset\WL\train\masks\gas_33068.png,1111,934,0.5946044921875,0.00022327834078066826,632887399.7149407,141310.04850934353,0.00015887308303102137,0.0003370045455289099,0.00038274928760019826,0.00014779326414169432,0.00029738974165999287,0.00048553765448571863,0.0002238762045691769,256,256,256
gas_33071,WL,train,dataset\WL\train\images\gas_33071.jpg,dataset\WL\train\masks\gas_33071.png,432,367,0.6576385498046875,7.712760136270433e-05,698454695.7375779,53870.13534275685,0.00022539296112858036,0.00015832815786588663,0.00024627677384695095,0.00024268242434134093,0.00013542673474399716,0.00025341427508882383,0.00015501341924375805,256,256,256
gas_33075,WL,train,dataset\WL\train\images\gas_33075.jpg,dataset\WL\train\masks\gas_33075.png,271,230,0.4897918701171875,2.8467036116150737e-05,738691492.7494348,21028.357402791462,0.00015939662901065543,0.00040613523956327895,0.0005277589714543022,0.0001694299488481128,0.000376173680324201,0.0009193666304793685,0.0003683623424436468,256,256,256
gas_33104,WL,train,dataset\WL\train\images\gas_33104.jpg,dataset\WL\train\masks\gas_33104.png,433,367,0.043914794921875,4.3471460324895495e-05,1324383901.7377317,57572.902239322095,0.00011682368405695541,0.00015354778546320362,0.0001836645396645886,7.32804494760369e-05,0.00013267030668618056,0.000163048811020318,6.684085560763318e-05,256,256,256
gas_33105,WL,train,dataset\WL\train\images\gas_33105.jpg,dataset\WL\train\masks\gas_33105.png,433,367,0.122528076171875,3.6732132733398105e-05,1222206157.2173169,44894.23879448292,0.00014607633008408263,0.00027471124650167353,0.0003613434913671991,0.00013201755852038593,0.0002879791396815244,0.0004503018192591234,0.0002152671612831165,256,256,256
gas_33115,WL,train,dataset\WL\train\images\gas_33115.jpg,dataset\WL\train\masks\gas_33115.png,433,367,0.3613433837890625,3.34531215458257e-05,1160171227.910004,38811.349101243206,7.135244158064246e-05,5.522492646088334e-05,6.04507438760567e-05,6.606681145288618e-05,4.434149807285791e-05,4.7362132786826116e-05,2.1353332534932482e-05,256,256,256
gas_33119,WL,train,dataset\WL\train\images\gas_33119.jpg,dataset\WL\train\masks\gas_33119.png,405,367,0.436920166015625,5.648473551004534e-05,711383891.7979236,40182.33097431243,0.0001755677056088975,0.0003543047341731903,0.00041821548354440904,0.00013486880144712078,0.00032291837725033687,0.0006142854758409883,0.00024264777793551155,256,256,256
gas_33120,WL,train,dataset\WL\train\images\gas_33120.jpg,dataset\WL\train\masks\gas_33120.png,406,367,0.3323822021484375,3.6556032370051274e-05,1414067497.365506,51692.697207130834,0.00020378110941484144,0.0004049988959236604,0.0005531275845312671,0.00016621386915134675,0.0003570870372713958,0.0006334357268218188,0.00034934647511642564,256,256,256
gas_33121,WL,train,dataset\WL\train\images\gas_33121.jpg,dataset\WL\train\masks\gas_33121.png,406,367,0.49993896484375,3.911028384208833e-05,962540830.0270976,37645.245071959085,0.0001826593819959562,0.0003258283996645286,0.00045424121197601555,0.00014269508067596296,0.00029735249908920553,0.0005957133196520491,0.00027158182998005936,256,256,256
gas_33124,WL,train,dataset\WL\train\images\gas_33124.jpg,dataset\WL\train\masks\gas_33124.png,406,368,0.3289947509765625,8.258660825383182e-05,796556057.7200769,65784.86309114464,0.00014926278758480073,0.0003170997401931534,0.0003885707674413303,0.00012544113817001783,0.00032498067664877287,0.0005516134786081992,0.00023930797985652956,256,256,256
gas_33126,WL,train,dataset\WL\train\images\gas_33126.jpg,dataset\WL\train\masks\gas_33126.png,565,478,0.4819488525390625,4.7343099603923176e-05,693400599.7319185,32827.73365852828,9.006576316663716e-05,8.99255411588378e-05,9.327207735044575e-05,5.532480722177829e-05,4.913699140247373e-05,6.634464185565193e-05,3.486758199407311e-06,256,256,256
gas_33132,WL,train,dataset\WL\train\images\gas_33132.jpg,dataset\WL\train\masks\gas_33132.png,1088,934,0.1393585205078125,0.0004288765514545658,321726480.9761169,137980.94367264997,0.0001935573475175922,0.00023894318392162842,0.00031131768379252236,0.00012681027784020645,0.00023890876972073593,0.00035477667259080267,0.00011776033627493017,256,256,256
gas_33140,WL,train,dataset\WL\train\images\gas_33140.jpg,dataset\WL\train\masks\gas_33140.png,566,478,0.3636474609375,7.220884631267377e-05,644023232.4891657,46504.17461660154,0.0002082913567456855,0.00028611863078321654,0.0003554393426381796,0.0001458676590680672,0.00028128133803470264,0.0004961634828568653,0.0001471479858924941,256,256,256
gas_33152,WL,train,dataset\WL\train\images\gas_33152.jpg,dataset\WL\train\masks\gas_33152.png,1088,934,0.3625640869140625,0.0001735204720114144,818870776.968612,142090.8437359472,0.0001606652455440477,0.00016739761765817874,0.00018963529251866224,0.00014335330091196866,0.0001637490411173834,0.0002303273316518087,2.8970046974614535e-05,256,256,256
gas_33165,WL,train,dataset\WL\train\images\gas_33165.jpg,dataset\WL\train\masks\gas_33165.png,532,478,0.539031982421875,2.99439350178189e-05,581507810.6658056,17412.632094931017,0.00012045101356304003,0.0002437884911658744,0.00036022373684649946,9.552723369632781e-05,0.00023876897448383294,0.0004077786055073121,0.00023977272328345943,256,256,256
gas_33170,WL,train,dataset\WL\train\images\gas_33170.jpg,dataset\WL\train\masks\gas_33170.png,566,478,0.2102508544921875,5.6314544238092286e-05,722423856.0622534,40682.97020087098,0.0001579438625816191,0.00013860442068537964,0.00012323519408723985,8.965707724536123e-05,7.328723660487812e-05,6.655209435553076e-05,3.470866849437926e-05,256,256,256
gas_33181,WL,train,dataset\WL\train\images\gas_33181.jpg,dataset\WL\train\masks\gas_33181.png,566,478,0.319122314453125,2.194950100481973e-05,1412905153.2883654,31012.56308181795,0.0001267076560198855,0.00018965446192783361,0.00018689964787124735,0.00010672767351254373,0.0001879822111836161,0.00016832808706747165,6.57016199645344e-05,256,256,256
gas_33193,WL,train,dataset\WL\train\images\gas_33193.jpg,dataset\WL\train\masks\gas_33193.png,433,370,0.104949951171875,4.2916523441598775e-05,1203192398.3531258,51636.83476867538,3.463834617637487e-05,3.745128207671716e-05,4.646526234553096e-05,2.7822786454415476e-05,2.0329791906039988e-05,3.1434727485612276e-05,1.1826916169156095e-05,256,256,256
gas_33197,WL,train,dataset\WL\train\images\gas_33197.jpg,dataset\WL\train\masks\gas_33197.png,1087,934,0.365081787109375,0.00013919270790682296,733342692.8665589,102075.95524377792,8.192627868405152e-05,0.00024288782342251096,0.0003470773141796929,8.54758653266135e-05,0.0002961022402509836,0.0005106815005904603,0.0002651510354956414,256,256,256
gas_33201,WL,train,dataset\WL\train\images\gas_33201.jpg,dataset\WL\train\masks\gas_33201.png,531,478,0.4388275146484375,7.873820770902196e-05,669216256.5747943,52692.888612440285,9.641988905999854e-05,0.0001720191370422416,0.00019336870866527378,7.024925704747396e-05,0.00017468194306310237,0.00020764702459043352,9.694881960527524e-05,256,256,256
gas_33210,WL,train,dataset\WL\train\images\gas_33210.jpg,dataset\WL\train\masks\gas_33210.png,532,484,0.69781494140625,4.03613091700629e-05,897910306.2435681,36240.83547728251,0.00011885218411828715,0.00028865644940085435,0.00037183202813259706,0.00011381593557958784,0.00032958286866947026,0.0004018674911530457,0.0002529798440143099,256,256,256
gas_33219,WL,train,dataset\WL\train\images\gas_33219.jpg,dataset\WL\train\masks\gas_33219.png,1087,934,0.181121826171875,0.00021577586437440457,844892783.8329256,182307.47073524646,0.0004888258964719093,0.0004090624337804448,0.0003547396315378048,0.00034963053163364295,0.0002443595938583517,0.00022265466476802234,0.0001340862649341045,256,256,256
gas_33220,WL,train,dataset\WL\train\images\gas_33220.jpg,dataset\WL\train\masks\gas_33220.png,565,478,0.749176025390625,4.2755170606226486e-05,936435990.2949328,40037.4805268705,0.00011224609478263958,0.00024677477922599466,0.0003697307441567741,0.00010114412872933332,0.00018585544641690614,0.00037555532860305223,0.00025748464937413453,256,256,256
gas_33230,WL,train,dataset\WL\train\images\gas_33230.jpg,dataset\WL\train\masks\gas_33230.png,432,371,0.3663177490234375,3.408931412900406e-05,1308157134.7212305,44594.179495609904,9.919651803226833e-05,0.00019996236999947852,0.00021036782898517568,9.552845426813412e-05,0.00018688161839141578,0.0002732588458728617,0.00011117131095290735,256,256,256
gas_33237,WL,train,dataset\WL\train\images\gas_33237.jpg,dataset\WL\train\masks\gas_33237.png,404,367,0.6458892822265625,3.5427316159021826e-05,768170618.6044137,27214.223369369938,0.00012741347615326964,0.00038148350206471387,0.0004306786650614874,0.00011605298617562858,0.0002493845680879409,0.0003083908120378107,0.0003032651889082178,256,256,256
gas_33240,WL,train,dataset\WL\train\images\gas_33240.jpg,dataset\WL\train\masks\gas_33240.png,565,478,0.4145660400390625,8.478124465021861e-05,447832201.69866973,37967.77145446096,0.00015016959532473142,0.00019354593605747488,0.00018228669515906864,6.769319050343173e-05,0.0001022323883873133,0.00011706415637460154,5.463558163114969e-05,256,256,256
gas_33241,WL,train,dataset\WL\train\images\gas_33241.jpg,dataset\WL\train\masks\gas_33241.png,564,478,0.091583251953125,0.00010388436718028894,213561706.13616297,22185.72269589812,0.0004487478871182999,0.0005212212331863917,0.0005582093824045021,0.00035519603193510826,0.0004107941937484018,0.0005000768979757164,0.00010946149528620218,256,256,256
gas_33253,WL,train,dataset\WL\train\images\gas_33253.jpg,dataset\WL\train\masks\gas_33253.png,433,367,0.5447540283203125,6.075681899264368e-05,1132616950.5631373,68814.20305336459,9.388449437831845e-05,0.00017116047736938803,0.00022256960713645847,7.201418255202918e-05,0.00014757832356095986,0.0002700190374617096,0.00012868511275814003,256,256,256
gas_33258,WL,train,dataset\WL\train\images\gas_33258.jpg,dataset\WL\train\masks\gas_33258.png,430,367,0.415130615234375,9.986602336574991e-05,239029111.63989228,23870.886848123926,0.0002625206528743451,0.0002045504550919366,0.000195344734118649,0.00015619501564716876,0.0001628722085927527,0.00017603150849814696,6.717591875569611e-05,256,256,256
gas_33260,WL,train,dataset\WL\train\images\gas_33260.jpg,dataset\WL\train\masks\gas_33260.png,429,367,0.307952880859375,6.165957760752363e-05,267911017.8290812,16519.280195742882,0.00023260565012630906,0.0003270031940245886,0.000364243815088309,0.0001774955167245875,0.000306197994166091,0.0003321964250606933,0.00013163816496199995,256,256,256
gas_33276,WL,train,dataset\WL\train\images\gas_33276.jpg,dataset\WL\train\masks\gas_33276.png,433,367,0.66339111328125,5.9388588001904025e-05,1021914422.2471973,60690.05459604258,0.0001906229108088862,0.0003626102325025029,0.00041608069377209233,0.00016526211652012724,0.0002408025840864136,0.00030588102364454464,0.00022545778296320613,256,256,256
gas_33278,WL,train,dataset\WL\train\images\gas_33278.jpg,dataset\WL\train\masks\gas_33278.png,431,367,0.213897705078125,6.886176144676789e-05,752707321.5473433,51832.752015628765,0.00018493921516178987,0.00014595852314046418,0.00013113042533519922,0.00014789806109543715,9.506446132339018e-05,8.070536684795842e-05,5.3808789826590656e-05,256,256,256
gas_33282,WL,train,dataset\WL\train\images\gas_33282.jpg,dataset\WL\train\masks\gas_33282.png,430,368,0.3868560791015625,9.0693051419671e-05,451098731.62039214,40911.5204621966,9.841054251975479e-05,0.00019368989748476417,0.00018961592338635798,9.896459535671627e-05,0.0001490945396151169,0.0001598355324642609,9.935332906341556e-05,256,256,256
gas_33290,WL,train,dataset\WL\train\images\gas_33290.jpg,dataset\WL\train\masks\gas_33290.png,430,367,0.1372833251953125,5.912915760795545e-05,503619223.5645982,29778.58044454728,0.00011845494974920055,0.0001446682225754922,0.000149273816095762,9.96436534680543e-05,0.00014625481589521853,0.0001762541489608543,3.081886634656144e-05,256,256,256
gas_33293,WL,train,dataset\WL\train\images\gas_33293.jpg,dataset\WL\train\masks\gas_33293.png,430,367,0.232025146484375,3.0805635652302774e-05,529872679.08995,16323.064694154553,0.00012209193187350008,0.00018474639161809766,0.00020242842014602327,0.0001057007716375806,0.00011394218055505492,0.00017733403872983926,8.033648827252319e-05,256,256,256
gas_33295,WL,train,dataset\WL\train\images\gas_33295.jpg,dataset\WL\train\masks\gas_33295.png,432,367,0.225372314453125,7.976432002602204e-05,597762786.63431,47680.142212745835,0.00030781969220749605,0.0003559985505737066,0.00037347428012258403,0.0001432759687060585,0.00033310591600609215,0.00037220849534214535,6.565458791508798e-05,256,256,256
gas_33296,WL,train,dataset\WL\train\images\gas_33296.jpg,dataset\WL\train\masks\gas_33296.png,431,367,0.621002197265625,6.081252446371625e-05,675370852.4433368,41071.00648629132,0.0001616352090345473,0.00026377362485169444,0.00028595182645536194,8.26655777842826e-05,0.00016558536964981908,0.00022038429892760206,0.00012431661742081464,256,256,256
gas_33304,WL,train,dataset\WL\train\images\gas_33304.jpg,dataset\WL\train\masks\gas_33304.png,431,368,0.5975494384765625,2.6806556077589338e-05,1120166203.0817688,30027.79813913176,5.02697889951628e-05,0.00010782834119357089,0.00015920368344956887,4.79128465568726e-05,9.606219755196862e-05,0.00011139846731588662,0.00010893389445440607,256,256,256
gas_33307,WL,train,dataset\WL\train\images\gas_33307.jpg,dataset\WL\train\masks\gas_33307.png,430,367,0.1813201904296875,6.375903406056116e-05,652028317.0645138,41572.6956761667,0.00017357018129338277,0.000123675859733546,0.0001181081774352141,9.276397755015917e-05,0.00010598137853722628,0.00013423042151213758,5.546200385816866e-05,256,256,256
gas_33311,WL,train,dataset\WL\train\images\gas_33311.jpg,dataset\WL\train\masks\gas_33311.png,430,367,0.5652923583984375,2.7002337371097564e-05,770926665.164229,20816.82190113968,5.2508388820472285e-05,8.75469702361324e-05,0.00013393469180851574,4.401779271745131e-05,7.602996115395336e-05,0.00014689119971970628,8.142630298804346e-05,256,256,256
gas_33312,WL,train,dataset\WL\train\images\gas_33312.jpg,dataset\WL\train\masks\gas_33312.png,430,368,0.3787841796875,0.00010425070041781889,566007509.0754633,59006.67926286203,5.075811016560952e-05,9.855098574096753e-05,0.00014574593595548257,3.0540691078518375e-05,7.7448618950897e-05,0.00014269835665364325,9.498782578987305e-05,256,256,256
gas_33314,WL,train,dataset\WL\train\images\gas_33314.jpg,dataset\WL\train\masks\gas_33314.png,430,368,0.7008819580078125,5.3648572723192966e-05,860792774.8985163,46180.30378374212,5.530625692403595e-05,0.0001691265078555167,0.00024235228962041124,5.773155453800169e-05,0.00012190636298296932,0.00019613297435869202,0.0001870460326963753,256,256,256
