image,modal,split,image_path,mask_path,width,height,scale,global_hfr,full_power,high_power
gas_32418,WL,train,dataset\WL\train\images\gas_32418.jpg,dataset\WL\train\masks\gas_32418.png,416,366,0.3953857421875,6.69638457079725e-05,450881106.74675906,30192.73286482985
gas_32426,WL,train,dataset\WL\train\images\gas_32426.jpg,dataset\WL\train\masks\gas_32426.png,550,479,0.48828125,3.1788307311461e-05,877318330.6427991,27888.464704451253
gas_32429,WL,train,dataset\WL\train\images\gas_32429.jpg,dataset\WL\train\masks\gas_32429.png,430,365,0.358642578125,8.281157946357461e-05,664967868.8711113,55067.03951374389
gas_32436,WL,train,dataset\WL\train\images\gas_32436.jpg,dataset\WL\train\masks\gas_32436.png,391,367,0.6191253662109375,0.00012657297081998474,747635603.1355326,94630.45937965545
gas_32442,WL,train,dataset\WL\train\images\gas_32442.jpg,dataset\WL\train\masks\gas_32442.png,567,478,0.185699462890625,8.287674501795409e-05,357949762.6407074,29665.711207611093
gas_32445,WL,train,dataset\WL\train\images\gas_32445.jpg,dataset\WL\train\masks\gas_32445.png,566,478,0.1761322021484375,0.00013355152878151907,283431358.670296,37852.69125504109
gas_32461,WL,train,dataset\WL\train\images\gas_32461.jpg,dataset\WL\train\masks\gas_32461.png,430,368,0.1240386962890625,6.641292857745057e-05,720771664.5263206,47868.55707683669
gas_32463,WL,train,dataset\WL\train\images\gas_32463.jpg,dataset\WL\train\masks\gas_32463.png,1069,934,0.3536224365234375,0.00012956791380053063,543248084.3510649,70387.52096550218
gas_32466,WL,train,dataset\WL\train\images\gas_32466.jpg,dataset\WL\train\masks\gas_32466.png,430,367,0.308502197265625,0.0002219705726500826,124794293.2058747,27700.66072637032
gas_32470,WL,train,dataset\WL\train\images\gas_32470.jpg,dataset\WL\train\masks\gas_32470.png,432,367,0.580291748046875,2.249177932168597e-05,876219842.4655138,19707.74333401678
gas_32479,WL,train,dataset\WL\train\images\gas_32479.jpg,dataset\WL\train\masks\gas_32479.png,432,367,0.396026611328125,8.209883576047999e-05,509904445.95967686,41862.56136238205
gas_32482,WL,train,dataset\WL\train\images\gas_32482.jpg,dataset\WL\train\masks\gas_32482.png,531,479,0.2323150634765625,1.923314900976052e-05,565411030.1856827,10874.634595323438
gas_32487,WL,train,dataset\WL\train\images\gas_32487.jpg,dataset\WL\train\masks\gas_32487.png,429,366,0.81536865234375,7.579587319909795e-05,706412250.7131716,53543.133381344946
gas_32491,WL,train,dataset\WL\train\images\gas_32491.jpg,dataset\WL\train\masks\gas_32491.png,416,366,0.2355194091796875,1.8721500727688933e-05,714258052.3207997,13371.98264628153
gas_32517,WL,train,dataset\WL\train\images\gas_32517.jpg,dataset\WL\train\masks\gas_32517.png,402,365,0.495941162109375,3.556528303030904e-05,505362179.81490195,17973.348957930917
gas_32519,WL,train,dataset\WL\train\images\gas_32519.jpg,dataset\WL\train\masks\gas_32519.png,406,367,0.5258941650390625,4.842078060598283e-05,859611156.535117,41623.04321704206
gas_32527,WL,train,dataset\WL\train\images\gas_32527.jpg,dataset\WL\train\masks\gas_32527.png,432,367,0.2424163818359375,3.736420947473911e-05,871101680.9254285,32548.025679895065
gas_32528,WL,train,dataset\WL\train\images\gas_32528.jpg,dataset\WL\train\masks\gas_32528.png,431,366,0.4870147705078125,9.336387420847646e-05,800609336.1093733,74747.98934664739
gas_32533,WL,train,dataset\WL\train\images\gas_32533.jpg,dataset\WL\train\masks\gas_32533.png,419,368,0.7625885009765625,5.910213720894313e-05,903251420.1974012,53384.089370679554
gas_32535,WL,train,dataset\WL\train\images\gas_32535.jpg,dataset\WL\train\masks\gas_32535.png,419,368,0.3139801025390625,6.680269015267798e-05,931674597.5673355,62238.36946441166
gas_32536,WL,train,dataset\WL\train\images\gas_32536.jpg,dataset\WL\train\masks\gas_32536.png,531,480,0.1451873779296875,1.1695972744616631e-05,1340406368.778039,15677.356355938493
gas_32542,WL,train,dataset\WL\train\images\gas_32542.jpg,dataset\WL\train\masks\gas_32542.png,568,486,0.2097930908203125,8.626812693750563e-05,859483818.6509193,74146.05916810957
gas_32545,WL,train,dataset\WL\train\images\gas_32545.jpg,dataset\WL\train\masks\gas_32545.png,430,365,0.3958892822265625,4.79161113499043e-05,629069294.0238986,30142.554339254813
gas_32554,WL,train,dataset\WL\train\images\gas_32554.jpg,dataset\WL\train\masks\gas_32554.png,432,367,0.4846954345703125,5.220019421051968e-05,700604197.9246142,36571.675196370226
gas_32560,WL,train,dataset\WL\train\images\gas_32560.jpg,dataset\WL\train\masks\gas_32560.png,429,365,0.2854156494140625,5.087313307062171e-05,1091426874.6053975,55524.30462865314
gas_32562,WL,train,dataset\WL\train\images\gas_32562.jpg,dataset\WL\train\masks\gas_32562.png,430,365,0.3336181640625,4.7875273611637224e-05,1090738599.9619837,52219.40891195409
gas_32569,WL,train,dataset\WL\train\images\gas_32569.jpg,dataset\WL\train\masks\gas_32569.png,548,481,0.559661865234375,4.435706065468767e-05,842468823.6305419,37369.44070946331
gas_32571,WL,train,dataset\WL\train\images\gas_32571.jpg,dataset\WL\train\masks\gas_32571.png,549,481,0.7084808349609375,5.592119594922468e-05,784525906.7310114,43871.626957548055
gas_32575,WL,train,dataset\WL\train\images\gas_32575.jpg,dataset\WL\train\masks\gas_32575.png,569,484,0.2612457275390625,2.5548047507106257e-05,1264828746.829558,32313.904912355218
gas_32595,WL,train,dataset\WL\train\images\gas_32595.jpg,dataset\WL\train\masks\gas_32595.png,431,367,0.6494293212890625,4.7808989100090874e-05,823080153.4927181,39350.630086834484
gas_32596,WL,train,dataset\WL\train\images\gas_32596.jpg,dataset\WL\train\masks\gas_32596.png,430,366,0.0881805419921875,0.00014791307510831665,1087311187.6010768,160827.54135775106
gas_32600,WL,train,dataset\WL\train\images\gas_32600.jpg,dataset\WL\train\masks\gas_32600.png,564,480,0.5483856201171875,0.00014070500418203265,618852736.0570858,87075.6768149746
gas_32608,WL,train,dataset\WL\train\images\gas_32608.jpg,dataset\WL\train\masks\gas_32608.png,431,367,0.606170654296875,6.231736026068255e-05,611308287.1693043,38095.11876187032
gas_32617,WL,train,dataset\WL\train\images\gas_32617.jpg,dataset\WL\train\masks\gas_32617.png,430,366,0.2905731201171875,4.146943191015771e-05,1021759077.9905577,42371.76851331495
gas_32619,WL,train,dataset\WL\train\images\gas_32619.jpg,dataset\WL\train\masks\gas_32619.png,548,481,0.0685882568359375,9.402319435781484e-06,1084166859.516555,10193.683134862678
gas_32621,WL,train,dataset\WL\train\images\gas_32621.jpg,dataset\WL\train\masks\gas_32621.png,391,367,0.194610595703125,6.294276086291451e-05,779007583.0300347,49032.88800905649
gas_32628,WL,train,dataset\WL\train\images\gas_32628.jpg,dataset\WL\train\masks\gas_32628.png,391,367,0.517578125,6.843427588334524e-05,749214541.4988079,51271.95462874343
gas_32635,WL,train,dataset\WL\train\images\gas_32635.jpg,dataset\WL\train\masks\gas_32635.png,271,230,0.355438232421875,3.323076072975724e-05,982160044.7768704,32637.92544630784
gas_32646,WL,train,dataset\WL\train\images\gas_32646.jpg,dataset\WL\train\masks\gas_32646.png,532,478,0.1786041259765625,2.6825247409961508e-05,928618362.3642597,24910.417319854554
gas_32651,WL,train,dataset\WL\train\images\gas_32651.jpg,dataset\WL\train\masks\gas_32651.png,564,483,0.2288665771484375,2.9323091340499204e-05,1158550976.4183009,33972.296104138375
gas_32654,WL,train,dataset\WL\train\images\gas_32654.jpg,dataset\WL\train\masks\gas_32654.png,514,481,0.2513580322265625,0.00016098664031126176,553594946.3296887,89121.39050290984
gas_32655,WL,train,dataset\WL\train\images\gas_32655.jpg,dataset\WL\train\masks\gas_32655.png,430,366,0.2530517578125,8.283745031007388e-05,672396344.4873202,55699.598775143706
gas_32667,WL,train,dataset\WL\train\images\gas_32667.jpg,dataset\WL\train\masks\gas_32667.png,564,483,0.45758056640625,3.764445506243801e-05,1113499303.6588392,41917.07449864119
gas_32669,WL,train,dataset\WL\train\images\gas_32669.jpg,dataset\WL\train\masks\gas_32669.png,570,478,0.3143310546875,5.84866643671088e-05,655485099.4304346,38337.13700802877
gas_32676,WL,train,dataset\WL\train\images\gas_32676.jpg,dataset\WL\train\masks\gas_32676.png,433,367,0.272186279296875,3.98034361437766e-05,695938820.8542558,27700.756415847558
gas_32678,WL,train,dataset\WL\train\images\gas_32678.jpg,dataset\WL\train\masks\gas_32678.png,432,367,0.3108367919921875,4.650676964790727e-05,873913939.7861131,40642.914289727865
gas_32679,WL,train,dataset\WL\train\images\gas_32679.jpg,dataset\WL\train\masks\gas_32679.png,432,367,0.2995147705078125,2.8404353383511202e-05,699508022.7826223,19869.07307371881
gas_32680,WL,train,dataset\WL\train\images\gas_32680.jpg,dataset\WL\train\masks\gas_32680.png,432,367,0.3694305419921875,2.3523058272216125e-05,708662840.1014999,16669.91728306176
gas_32688,WL,train,dataset\WL\train\images\gas_32688.jpg,dataset\WL\train\masks\gas_32688.png,1079,934,0.14892578125,0.0001422967760467605,287557036.57608616,40918.43923433745
gas_32690,WL,train,dataset\WL\train\images\gas_32690.jpg,dataset\WL\train\masks\gas_32690.png,1081,934,0.20343017578125,0.0001623200773288096,434046002.37717813,70454.38067012423
gas_32691,WL,train,dataset\WL\train\images\gas_32691.jpg,dataset\WL\train\masks\gas_32691.png,430,370,0.1727447509765625,2.9239937451457623e-05,401456855.94156116,11738.573357190082
gas_32702,WL,train,dataset\WL\train\images\gas_32702.jpg,dataset\WL\train\masks\gas_32702.png,563,478,0.2946014404296875,6.9915372696499e-05,509533433.08278364,35624.21987530945
gas_32709,WL,train,dataset\WL\train\images\gas_32709.jpg,dataset\WL\train\masks\gas_32709.png,564,484,0.3079376220703125,2.8929185608219983e-05,1201380474.344575,34754.958728405574
gas_32712,WL,train,dataset\WL\train\images\gas_32712.jpg,dataset\WL\train\masks\gas_32712.png,432,367,0.400360107421875,4.393023082602261e-05,1357518628.192357,59636.10668711581
gas_32718,WL,train,dataset\WL\train\images\gas_32718.jpg,dataset\WL\train\masks\gas_32718.png,419,368,0.20953369140625,2.407264193910466e-05,679540736.0314957,16358.340821521831
gas_32726,WL,train,dataset\WL\train\images\gas_32726.jpg,dataset\WL\train\masks\gas_32726.png,513,481,0.3300933837890625,6.367993626180917e-05,675040082.3491273,42986.509418158836
gas_32728,WL,train,dataset\WL\train\images\gas_32728.jpg,dataset\WL\train\masks\gas_32728.png,430,366,0.155853271484375,9.954867955765364e-05,924053646.1710417,91988.32031676249
gas_32735,WL,train,dataset\WL\train\images\gas_32735.jpg,dataset\WL\train\masks\gas_32735.png,417,366,0.230804443359375,3.568432833985038e-05,669605315.1584162,23894.415924221914
gas_32742,WL,train,dataset\WL\train\images\gas_32742.jpg,dataset\WL\train\masks\gas_32742.png,434,372,0.6746826171875,3.4682721206989255e-05,1431979831.1526947,49664.95725790046
gas_32749,WL,train,dataset\WL\train\images\gas_32749.jpg,dataset\WL\train\masks\gas_32749.png,431,367,0.5454559326171875,9.111817879362665e-05,722901483.2365397,65869.46659972492
gas_32769,WL,train,dataset\WL\train\images\gas_32769.jpg,dataset\WL\train\masks\gas_32769.png,402,366,0.43609619140625,4.816272705945866e-05,736802708.442599,35486.4277433908
gas_32773,WL,train,dataset\WL\train\images\gas_32773.jpg,dataset\WL\train\masks\gas_32773.png,403,365,0.4070587158203125,3.4777431505536824e-05,723633189.5269818,25166.103683907757
gas_32776,WL,train,dataset\WL\train\images\gas_32776.jpg,dataset\WL\train\masks\gas_32776.png,403,366,0.5563507080078125,3.838369476116526e-05,624246234.4651438,23960.87691951688
gas_32787,WL,train,dataset\WL\train\images\gas_32787.jpg,dataset\WL\train\masks\gas_32787.png,391,367,0.2499237060546875,4.863830307867753e-05,872974707.3643676,42460.008396807934
gas_32791,WL,train,dataset\WL\train\images\gas_32791.jpg,dataset\WL\train\masks\gas_32791.png,391,367,0.2111663818359375,5.554453024241515e-05,724419975.2853209,40237.56722544514
gas_32794,WL,train,dataset\WL\train\images\gas_32794.jpg,dataset\WL\train\masks\gas_32794.png,1080,934,0.246734619140625,3.594925502569148e-05,881883414.7043753,31703.051778135225
gas_32802,WL,train,dataset\WL\train\images\gas_32802.jpg,dataset\WL\train\masks\gas_32802.png,379,367,0.296630859375,0.00011557272276606798,126798487.3913725,14654.44643043986
gas_32806,WL,train,dataset\WL\train\images\gas_32806.jpg,dataset\WL\train\masks\gas_32806.png,431,367,0.229461669921875,9.624506650451102e-05,302001476.3572165,29066.15217646081
gas_32808,WL,train,dataset\WL\train\images\gas_32808.jpg,dataset\WL\train\masks\gas_32808.png,431,367,0.66571044921875,5.300913115440578e-05,618869327.4239756,32805.725344856415
gas_32809,WL,train,dataset\WL\train\images\gas_32809.jpg,dataset\WL\train\masks\gas_32809.png,1080,934,0.3085784912109375,5.217299663945655e-05,1426853949.4163783,74443.24630789601
gas_32816,WL,train,dataset\WL\train\images\gas_32816.jpg,dataset\WL\train\masks\gas_32816.png,425,367,0.3270721435546875,6.314339212222076e-05,197430058.79068056,12466.40361893304
gas_32822,WL,train,dataset\WL\train\images\gas_32822.jpg,dataset\WL\train\masks\gas_32822.png,432,367,0.284637451171875,0.000148839826891126,284576097.47487885,42356.25708551316
gas_32840,WL,train,dataset\WL\train\images\gas_32840.jpg,dataset\WL\train\masks\gas_32840.png,431,367,0.4633941650390625,4.680915087480318e-05,329063989.29839295,15403.205922533096
gas_32856,WL,train,dataset\WL\train\images\gas_32856.jpg,dataset\WL\train\masks\gas_32856.png,433,368,0.639434814453125,4.916370911348223e-05,962088396.2921338,47299.83405676308
gas_32859,WL,train,dataset\WL\train\images\gas_32859.jpg,dataset\WL\train\masks\gas_32859.png,430,367,0.169586181640625,3.8404305570875596e-05,391916494.441707,15051.280810805683
gas_32863,WL,train,dataset\WL\train\images\gas_32863.jpg,dataset\WL\train\masks\gas_32863.png,430,368,0.469268798828125,5.694393930369943e-05,711487326.3016995,40514.89112427537
gas_32864,WL,train,dataset\WL\train\images\gas_32864.jpg,dataset\WL\train\masks\gas_32864.png,431,369,0.4235076904296875,8.970953460214321e-05,1246246592.2883813,111800.2017936976
gas_32868,WL,train,dataset\WL\train\images\gas_32868.jpg,dataset\WL\train\masks\gas_32868.png,430,369,0.3370208740234375,9.73104214087648e-05,745424891.6851058,72537.61033846051
gas_32875,WL,train,dataset\WL\train\images\gas_32875.jpg,dataset\WL\train\masks\gas_32875.png,431,367,0.517547607421875,0.00015074349870659913,303982700.4392772,45823.41581049669
gas_32879,WL,train,dataset\WL\train\images\gas_32879.jpg,dataset\WL\train\masks\gas_32879.png,432,367,0.7636871337890625,3.98821819590708e-05,453698926.97073424,18094.503160081997
gas_32888,WL,train,dataset\WL\train\images\gas_32888.jpg,dataset\WL\train\masks\gas_32888.png,430,368,0.686187744140625,6.08365573010868e-05,606005932.4304191,36867.31463310173
gas_32901,WL,train,dataset\WL\train\images\gas_32901.jpg,dataset\WL\train\masks\gas_32901.png,409,367,0.7754364013671875,5.339542098011921e-05,692281391.9992616,36964.656362503505
gas_32902,WL,train,dataset\WL\train\images\gas_32902.jpg,dataset\WL\train\masks\gas_32902.png,358,367,0.72344970703125,6.705335428271366e-05,443841334.94797397,29761.05027757908
gas_32905,WL,train,dataset\WL\train\images\gas_32905.jpg,dataset\WL\train\masks\gas_32905.png,412,367,0.5747833251953125,3.547305267209718e-05,494775553.3346251,17551.19926430518
gas_32906,WL,train,dataset\WL\train\images\gas_32906.jpg,dataset\WL\train\masks\gas_32906.png,430,367,0.4751739501953125,0.00010864395740495346,277594205.9828065,30158.93309065791
gas_32907,WL,train,dataset\WL\train\images\gas_32907.jpg,dataset\WL\train\masks\gas_32907.png,430,367,0.4587860107421875,4.8346645394704064e-05,620287985.0396004,29988.84325530506
gas_32909,WL,train,dataset\WL\train\images\gas_32909.jpg,dataset\WL\train\masks\gas_32909.png,430,367,0.8715972900390625,5.328303040710212e-05,536533006.2674972,28588.104487364966
gas_32911,WL,train,dataset\WL\train\images\gas_32911.jpg,dataset\WL\train\masks\gas_32911.png,432,371,0.5000457763671875,3.354559435563722e-05,1506618094.6971164,50540.39945357249
gas_32920,WL,train,dataset\WL\train\images\gas_32920.jpg,dataset\WL\train\masks\gas_32920.png,431,367,0.3540191650390625,5.988328883278294e-05,397297955.9955092,23791.508251553365
gas_32924,WL,train,dataset\WL\train\images\gas_32924.jpg,dataset\WL\train\masks\gas_32924.png,430,367,0.350311279296875,3.908157924375436e-05,436128177.59963095,17044.577933294153
gas_32940,WL,train,dataset\WL\train\images\gas_32940.jpg,dataset\WL\train\masks\gas_32940.png,428,365,0.3608551025390625,0.00011822060238537161,305391759.21039593,36103.597737381366
gas_32952,WL,train,dataset\WL\train\images\gas_32952.jpg,dataset\WL\train\masks\gas_32952.png,416,365,0.453094482421875,9.020991617956248e-05,242278110.87058815,21855.8880737785
gas_32965,WL,train,dataset\WL\train\images\gas_32965.jpg,dataset\WL\train\masks\gas_32965.png,566,478,0.262542724609375,5.603362080937826e-05,480287758.50371397,26912.262139383347
gas_32968,WL,train,dataset\WL\train\images\gas_32968.jpg,dataset\WL\train\masks\gas_32968.png,430,368,0.4001007080078125,6.0989654778534176e-05,523628972.4028605,31935.95025888906
gas_32972,WL,train,dataset\WL\train\images\gas_32972.jpg,dataset\WL\train\masks\gas_32972.png,433,367,0.235809326171875,5.670416993894067e-05,348034771.0597463,19735.022802832165
gas_32981,WL,train,dataset\WL\train\images\gas_32981.jpg,dataset\WL\train\masks\gas_32981.png,434,367,0.2897796630859375,4.490412795366777e-05,953366162.9347486,42810.07616711923
gas_32983,WL,train,dataset\WL\train\images\gas_32983.jpg,dataset\WL\train\masks\gas_32983.png,432,367,0.7650604248046875,3.7641559173678695e-05,893972758.2319415,33650.52847864438
gas_32989,WL,train,dataset\WL\train\images\gas_32989.jpg,dataset\WL\train\masks\gas_32989.png,431,367,0.6899261474609375,2.2826410282223815e-05,677271382.3333182,15459.674445549192
gas_32991,WL,train,dataset\WL\train\images\gas_32991.jpg,dataset\WL\train\masks\gas_32991.png,425,367,0.45343017578125,1.694861795397539e-05,1405429014.0272202,23820.079420179674
gas_32996,WL,train,dataset\WL\train\images\gas_32996.jpg,dataset\WL\train\masks\gas_32996.png,433,368,0.7423553466796875,3.9948553016179024e-05,1563244124.5103877,62449.34078523359
gas_329f6a1fdeeb7fd5,WL,train,dataset\WL\train\images\gas_329f6a1fdeeb7fd5.jpg,dataset\WL\train\masks\gas_329f6a1fdeeb7fd5.png,1369,903,0.11846923828125,2.396919032233678e-05,825901125.2902731,19796.18125951467
gas_32d12ee98b211edf,WL,train,dataset\WL\train\images\gas_32d12ee98b211edf.jpg,dataset\WL\train\masks\gas_32d12ee98b211edf.png,469,480,0.3242645263671875,7.731226211102918e-05,753224682.5357631,58233.50408470166
gas_32d90d4ba6567831,WL,train,dataset\WL\train\images\gas_32d90d4ba6567831.jpg,dataset\WL\train\masks\gas_32d90d4ba6567831.png,1156,1008,0.5833587646484375,0.0004549506726600357,797981206.952403,363042.0868730629
gas_32f103d0cdebdc29,WL,train,dataset\WL\train\images\gas_32f103d0cdebdc29.jpg,dataset\WL\train\masks\gas_32f103d0cdebdc29.png,1158,1009,0.0272979736328125,0.0002624699991308238,917631082.8959942,240850.6295301285
gas_33019,WL,train,dataset\WL\train\images\gas_33019.jpg,dataset\WL\train\masks\gas_33019.png,567,478,0.564422607421875,1.9217290970072796e-05,1420804609.251949,27304.01558761529
gas_33021,WL,train,dataset\WL\train\images\gas_33021.jpg,dataset\WL\train\masks\gas_33021.png,565,478,0.48590087890625,3.372817550742304e-05,668925803.844798,22561.646913521385
gas_33024,WL,train,dataset\WL\train\images\gas_33024.jpg,dataset\WL\train\masks\gas_33024.png,942,814,0.3439178466796875,5.391063255122198e-05,1236304699.9557703,66649.96840066426
gas_33029,WL,train,dataset\WL\train\images\gas_33029.jpg,dataset\WL\train\masks\gas_33029.png,432,367,0.50628662109375,6.487644821029915e-05,877927246.5066668,56956.8015404003
gas_33032,WL,train,dataset\WL\train\images\gas_33032.jpg,dataset\WL\train\masks\gas_33032.png,431,367,0.4674530029296875,6.250142236539959e-05,592067701.6832298,37005.073491814954
gas_33037,WL,train,dataset\WL\train\images\gas_33037.jpg,dataset\WL\train\masks\gas_33037.png,566,478,0.584625244140625,1.763566142866473e-05,1117466622.803168,19707.26301759007
gas_33038,WL,train,dataset\WL\train\images\gas_33038.jpg,dataset\WL\train\masks\gas_33038.png,1079,934,0.3197479248046875,0.00019651176263487324,449304881.5386083,88293.69423160484
gas_33042,WL,train,dataset\WL\train\images\gas_33042.jpg,dataset\WL\train\masks\gas_33042.png,566,478,0.372955322265625,9.193063402549212e-05,510870932.8914108,46964.688765902036
gas_33049,WL,train,dataset\WL\train\images\gas_33049.jpg,dataset\WL\train\masks\gas_33049.png,271,230,0.8710479736328125,2.4009895993038698e-05,1073815698.013503,25782.20322499646
gas_33052,WL,train,dataset\WL\train\images\gas_33052.jpg,dataset\WL\train\masks\gas_33052.png,271,230,0.916412353515625,2.043328803327881e-05,1599911487.7864218,32691.45225769159
gas_33061,WL,train,dataset\WL\train\images\gas_33061.jpg,dataset\WL\train\masks\gas_33061.png,429,367,0.39556884765625,6.007199405697739e-05,399060981.7324411,23972.388923002767
gas_33067,WL,train,dataset\WL\train\images\gas_33067.jpg,dataset\WL\train\masks\gas_33067.png,1087,934,0.42388916015625,0.00010859526206568018,995235463.9742867,108077.85602734647
gas_33068,WL,train,dataset\WL\train\images\gas_33068.jpg,dataset\WL\train\masks\gas_33068.png,1111,934,0.5946044921875,0.00022327834078066826,632887399.7149407,141310.04850934353
gas_33071,WL,train,dataset\WL\train\images\gas_33071.jpg,dataset\WL\train\masks\gas_33071.png,432,367,0.6576385498046875,7.712760136270433e-05,698454695.7375779,53870.13534275685
gas_33075,WL,train,dataset\WL\train\images\gas_33075.jpg,dataset\WL\train\masks\gas_33075.png,271,230,0.4897918701171875,2.8467036116150737e-05,738691492.7494348,21028.357402791462
gas_33104,WL,train,dataset\WL\train\images\gas_33104.jpg,dataset\WL\train\masks\gas_33104.png,433,367,0.043914794921875,4.3471460324895495e-05,1324383901.7377317,57572.902239322095
gas_33105,WL,train,dataset\WL\train\images\gas_33105.jpg,dataset\WL\train\masks\gas_33105.png,433,367,0.122528076171875,3.6732132733398105e-05,1222206157.2173169,44894.23879448292
gas_33115,WL,train,dataset\WL\train\images\gas_33115.jpg,dataset\WL\train\masks\gas_33115.png,433,367,0.3613433837890625,3.34531215458257e-05,1160171227.910004,38811.349101243206
gas_33119,WL,train,dataset\WL\train\images\gas_33119.jpg,dataset\WL\train\masks\gas_33119.png,405,367,0.436920166015625,5.648473551004534e-05,711383891.7979236,40182.33097431243
gas_33120,WL,train,dataset\WL\train\images\gas_33120.jpg,dataset\WL\train\masks\gas_33120.png,406,367,0.3323822021484375,3.6556032370051274e-05,1414067497.365506,51692.697207130834
gas_33121,WL,train,dataset\WL\train\images\gas_33121.jpg,dataset\WL\train\masks\gas_33121.png,406,367,0.49993896484375,3.911028384208833e-05,962540830.0270976,37645.245071959085
gas_33124,WL,train,dataset\WL\train\images\gas_33124.jpg,dataset\WL\train\masks\gas_33124.png,406,368,0.3289947509765625,8.258660825383182e-05,796556057.7200769,65784.86309114464
gas_33126,WL,train,dataset\WL\train\images\gas_33126.jpg,dataset\WL\train\masks\gas_33126.png,565,478,0.4819488525390625,4.7343099603923176e-05,693400599.7319185,32827.73365852828
gas_33132,WL,train,dataset\WL\train\images\gas_33132.jpg,dataset\WL\train\masks\gas_33132.png,1088,934,0.1393585205078125,0.0004288765514545658,321726480.9761169,137980.94367264997
gas_33140,WL,train,dataset\WL\train\images\gas_33140.jpg,dataset\WL\train\masks\gas_33140.png,566,478,0.3636474609375,7.220884631267377e-05,644023232.4891657,46504.17461660154
gas_33152,WL,train,dataset\WL\train\images\gas_33152.jpg,dataset\WL\train\masks\gas_33152.png,1088,934,0.3625640869140625,0.0001735204720114144,818870776.968612,142090.8437359472
gas_33165,WL,train,dataset\WL\train\images\gas_33165.jpg,dataset\WL\train\masks\gas_33165.png,532,478,0.539031982421875,2.99439350178189e-05,581507810.6658056,17412.632094931017
gas_33170,WL,train,dataset\WL\train\images\gas_33170.jpg,dataset\WL\train\masks\gas_33170.png,566,478,0.2102508544921875,5.6314544238092286e-05,722423856.0622534,40682.97020087098
gas_33181,WL,train,dataset\WL\train\images\gas_33181.jpg,dataset\WL\train\masks\gas_33181.png,566,478,0.319122314453125,2.194950100481973e-05,1412905153.2883654,31012.56308181795
gas_33193,WL,train,dataset\WL\train\images\gas_33193.jpg,dataset\WL\train\masks\gas_33193.png,433,370,0.104949951171875,4.2916523441598775e-05,1203192398.3531258,51636.83476867538
gas_33197,WL,train,dataset\WL\train\images\gas_33197.jpg,dataset\WL\train\masks\gas_33197.png,1087,934,0.365081787109375,0.00013919270790682296,733342692.8665589,102075.95524377792
gas_33201,WL,train,dataset\WL\train\images\gas_33201.jpg,dataset\WL\train\masks\gas_33201.png,531,478,0.4388275146484375,7.873820770902196e-05,669216256.5747943,52692.888612440285
gas_33210,WL,train,dataset\WL\train\images\gas_33210.jpg,dataset\WL\train\masks\gas_33210.png,532,484,0.69781494140625,4.03613091700629e-05,897910306.2435681,36240.83547728251
gas_33219,WL,train,dataset\WL\train\images\gas_33219.jpg,dataset\WL\train\masks\gas_33219.png,1087,934,0.181121826171875,0.00021577586437440457,844892783.8329256,182307.47073524646
gas_33220,WL,train,dataset\WL\train\images\gas_33220.jpg,dataset\WL\train\masks\gas_33220.png,565,478,0.749176025390625,4.2755170606226486e-05,936435990.2949328,40037.4805268705
gas_33230,WL,train,dataset\WL\train\images\gas_33230.jpg,dataset\WL\train\masks\gas_33230.png,432,371,0.3663177490234375,3.408931412900406e-05,1308157134.7212305,44594.179495609904
gas_33237,WL,train,dataset\WL\train\images\gas_33237.jpg,dataset\WL\train\masks\gas_33237.png,404,367,0.6458892822265625,3.5427316159021826e-05,768170618.6044137,27214.223369369938
gas_33240,WL,train,dataset\WL\train\images\gas_33240.jpg,dataset\WL\train\masks\gas_33240.png,565,478,0.4145660400390625,8.478124465021861e-05,447832201.69866973,37967.77145446096
gas_33241,WL,train,dataset\WL\train\images\gas_33241.jpg,dataset\WL\train\masks\gas_33241.png,564,478,0.091583251953125,0.00010388436718028894,213561706.13616297,22185.72269589812
gas_33253,WL,train,dataset\WL\train\images\gas_33253.jpg,dataset\WL\train\masks\gas_33253.png,433,367,0.5447540283203125,6.075681899264368e-05,1132616950.5631373,68814.20305336459
gas_33258,WL,train,dataset\WL\train\images\gas_33258.jpg,dataset\WL\train\masks\gas_33258.png,430,367,0.415130615234375,9.986602336574991e-05,239029111.63989228,23870.886848123926
gas_33260,WL,train,dataset\WL\train\images\gas_33260.jpg,dataset\WL\train\masks\gas_33260.png,429,367,0.307952880859375,6.165957760752363e-05,267911017.8290812,16519.280195742882
gas_33276,WL,train,dataset\WL\train\images\gas_33276.jpg,dataset\WL\train\masks\gas_33276.png,433,367,0.66339111328125,5.9388588001904025e-05,1021914422.2471973,60690.05459604258
gas_33278,WL,train,dataset\WL\train\images\gas_33278.jpg,dataset\WL\train\masks\gas_33278.png,431,367,0.213897705078125,6.886176144676789e-05,752707321.5473433,51832.752015628765
gas_33282,WL,train,dataset\WL\train\images\gas_33282.jpg,dataset\WL\train\masks\gas_33282.png,430,368,0.3868560791015625,9.0693051419671e-05,451098731.62039214,40911.5204621966
gas_33290,WL,train,dataset\WL\train\images\gas_33290.jpg,dataset\WL\train\masks\gas_33290.png,430,367,0.1372833251953125,5.912915760795545e-05,503619223.5645982,29778.58044454728
gas_33293,WL,train,dataset\WL\train\images\gas_33293.jpg,dataset\WL\train\masks\gas_33293.png,430,367,0.232025146484375,3.0805635652302774e-05,529872679.08995,16323.064694154553
